Data from Spectrum_HDX010681_14-42-19-702.txt Node
Date: Thu Jul 15 14:42:19 CEST 2021
User: OceanSpectro
Spectrometer: HDX01068
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Storing dark spectrum: false
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2068
>>>>>Begin Spectral Data<<<<<
193.945	1885
194.495	1347
195.045	1398
195.594	1385
196.143	1523
196.692	1546
197.241	1529
197.79	1519
198.339	1508
198.888	1536
199.436	1503
199.985	1500
200.533	1492
201.081	1544
201.629	1537
202.177	1527
202.725	1542
203.273	1544
203.82	1507
204.368	1514
204.915	1523
205.462	1540
206.009	1553
206.556	1529
207.103	1546
207.65	1529
208.197	1563
208.743	1526
209.289	1544
209.836	1539
210.382	1532
210.928	1535
211.474	1537
212.02	1577
212.565	1554
213.111	1532
213.656	1557
214.202	1561
214.747	1573
215.292	1576
215.837	1565
216.382	1577
216.926	1556
217.471	1565
218.016	1540
218.56	1563
219.104	1597
219.648	1581
220.192	1545
220.736	1543
221.28	1591
221.824	1552
222.367	1588
222.911	1572
223.454	1598
223.997	1602
224.54	1567
225.083	1573
225.626	1565
226.169	1580
226.711	1526
227.254	1570
227.796	1577
228.338	1620
228.881	1599
229.423	1564
229.965	1579
230.506	1562
231.048	1568
231.589	1554
232.131	1577
232.672	1564
233.213	1570
233.754	1563
234.295	1554
234.836	1547
235.377	1550
235.918	1547
236.458	1555
236.998	1581
237.539	1564
238.079	1587
238.619	1566
239.159	1553
239.698	1592
240.238	1545
240.778	1559
241.317	1608
241.856	1569
242.396	1562
242.935	1578
243.474	1581
244.012	1554
244.551	1543
245.09	1585
245.628	1565
246.167	1579
246.705	1562
247.243	1613
247.781	1590
248.319	1573
248.857	1583
249.394	1603
249.932	1583
250.469	1560
251.007	1576
251.544	1563
252.081	1567
252.618	1535
253.155	1580
253.691	1567
254.228	1569
254.764	1541
255.301	1553
255.837	1557
256.373	1602
256.909	1581
257.445	1548
257.981	1582
258.517	1576
259.052	1574
259.588	1572
260.123	1594
260.658	1556
261.193	1582
261.728	1599
262.263	1631
262.798	1579
263.332	1584
263.867	1572
264.401	1541
264.936	1594
265.47	1590
266.004	1571
266.538	1600
267.071	1569
267.605	1586
268.139	1556
268.672	1565
269.206	1555
269.739	1578
270.272	1529
270.805	1542
271.338	1563
271.87	1549
272.403	1590
272.936	1572
273.468	1542
274	1564
274.532	1595
275.065	1554
275.596	1571
276.128	1610
276.66	1536
277.192	1544
277.723	1576
278.254	1555
278.786	1550
279.317	1570
279.848	1572
280.379	1588
280.91	1570
281.44	1564
281.971	1582
282.501	1631
283.031	1570
283.562	1594
284.092	1612
284.622	1554
285.152	1622
285.681	1601
286.211	1608
286.74	1551
287.27	1573
287.799	1547
288.328	1547
288.857	1582
289.386	1575
289.915	1567
290.444	1608
290.972	1544
291.501	1580
292.029	1558
292.557	1583
293.086	1590
293.614	1534
294.141	1574
294.669	1554
295.197	1588
295.724	1575
296.252	1591
296.779	1541
297.306	1567
297.833	1579
298.36	1580
298.887	1588
299.414	1595
299.941	1573
300.467	1525
300.993	1579
301.52	1531
302.046	1567
302.572	1544
303.098	1586
303.624	1574
304.149	1571
304.675	1596
305.2	1564
305.726	1568
306.251	1563
306.776	1586
307.301	1547
307.826	1551
308.351	1625
308.876	1571
309.4	1590
309.924	1547
310.449	1569
310.973	1558
311.497	1538
312.021	1572
312.545	1585
313.069	1571
313.592	1532
314.116	1538
314.639	1541
315.163	1548
315.686	1576
316.209	1555
316.732	1563
317.255	1582
317.777	1558
318.3	1538
318.822	1545
319.345	1595
319.867	1565
320.389	1593
320.911	1583
321.433	1578
321.955	1561
322.477	1559
322.998	1559
323.52	1556
324.041	1588
324.562	1530
325.083	1537
325.604	1541
326.125	1546
326.646	1581
327.167	1577
327.687	1552
328.208	1580
328.728	1548
329.248	1557
329.768	1585
330.288	1557
330.808	1540
331.328	1574
331.847	1557
332.367	1555
332.886	1558
333.406	1609
333.925	1555
334.444	1582
334.963	1567
335.482	1548
336	1540
336.519	1599
337.037	1573
337.556	1569
338.074	1583
338.592	1583
339.11	1555
339.628	1564
340.146	1566
340.664	1567
341.181	1561
341.699	1558
342.216	1591
342.733	1568
343.25	1552
343.767	1572
344.284	1586
344.801	1557
345.318	1569
345.834	1544
346.351	1570
346.867	1534
347.383	1559
347.899	1534
348.415	1589
348.931	1543
349.447	1591
349.963	1566
350.478	1563
350.994	1542
351.509	1601
352.024	1563
352.539	1572
353.054	1576
353.569	1549
354.084	1537
354.599	1585
355.113	1558
355.627	1550
356.142	1568
356.656	1547
357.17	1576
357.684	1591
358.198	1542
358.712	1562
359.225	1545
359.739	1590
360.252	1573
360.765	1553
361.279	1598
361.792	1580
362.305	1547
362.817	1566
363.33	1573
363.843	1566
